key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-470329803,How Robust Is The Influence Of Causal Explanation On Clinical Judgments? Assessments In Structured Clinical Interviews.,2018,1,1,THE JOURNAL OF PSYCHOLOGY,,,,,JENKINS MR and KIM NS,,,,,"When causal life-event explanations for disorder symptoms are available, clinicians tend to explain away those symptoms (ahn, novick, & kim, 2003 ; meehl, 1973 ), eschewing formal diagnostic guidelines such as the dsm-5 (american psychiatric association, 2013 ). We asked whether this effect is attenuated in the context of a structured diagnostic clinical interview procedure, which deliberately directs evaluators' attention to symptoms alone, or whether it is robust enough to continue to emerge. Across two experiments, lay evaluators given causal life-event explanations for disordered behaviors gave them lower judgments of abnormality and need for treatment compared to evaluators not given such explanations, regardless of whether they used a structured clinical interview. Thus, causal life-event explanations may have significant impact on clinical evaluations regardless of the mode of assessment. Implications for the clinical utility of structured interviews and the role of life-event context in diagnosis and classification are discussed.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,ATTITUDE OF HEALTH PERSONNEL*;MENTAL DISORDERS/*DIAGNOSIS;ADULT;ANXIETY DISORDERS/PSYCHOLOGY;DEPRESSIVE DISORDER;MAJOR/PSYCHOLOGY;FEMALE;HUMANS;JUDGMENT;LIFE CHANGE EVENTS;MALE;MENTAL DISORDERS/PSYCHOLOGY;MIDDLE AGED;YOUNG ADULT;ASSESSMENT;CLINICAL;DIAGNOSTIC AND NOSOLOGICAL SYSTEMS,,
rayyan-470329804,Framework Analysis: A Worked Example From A Midwifery Research,2019,1,1,ENFERMERIA CLINICA,,,,,ARIFIN SRM and CHEYNE H and MAXWELL LS,,,,,"Objective: framework analysis is a pragmatic approach for real-world investigations and has been commonly used in health care research. Although the theoretical part of framework anal ysis has been well documented, there is limited literature describing its practical use. The objective of this paper is to demonstrate systematic and explicit guidance in using framework analysis by giving an example of a study exploring women's experience of postnatal depression. Method: data presented in this paper comes from semi-structured interviews of 33 women (from three different cultural backgrounds) attending for a child or postnatal care in six purposively selected maternal and child health (mch) clinics in kuala lumpur. Results: data were analyzed using framework analysis, which consists of three interrelated stages. In the first stage (data management), a careful selection of the data (transcripts) to be reviewed was made. The initial categories were developed based on the selected transcripts, and the initial themes were decided (known as a thematic framework). In the second stage (descriptive accounts), the thematic framework was investigated to identify any linkage and similarity between one category to another. The third stage of the analysis (explanatory accounts) involved checking exactly how the level of matching between the phenomena was distributed across the whole set of data. Using framework analysis, four themes were identified to explain the women's experience of postnatal depression namely the changes, causal explanations, dealing with postnatal depression, and perceived impacts. Conclusions: the details of each stage of the analysis were explained to guide researchers through essential steps in undertaking framework analysis. Health care researchers may find a worked example addressed in this paper as useful when analyzing qualitative data. Crown copyright (c) 2019 published by elsevier espana, s.l.u. All rights reserved.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,FRAMEWORK ANALYSIS;WOMEN;POSTNATAL DEPRESSION;QUALITATIVE;Midwifery,,
rayyan-470329805,Psychological Models Of Autism: An Overview,2011,1,1,RESEARCHING THE AUTISM SPECTRUM: CONTEMPORARY PERSPECTIVES.,,,,,PELLICANO E and ROTH I and REZAIE P,,,,,"Autism is currently defined in terms of a core set of behaviours, including difficulties in social reciprocity and communication, and limitations in behavioural flexibility. In the past three decades, considerable efforts have been directed towards understanding the neurocognitive atypicalities that underlie these core behaviours. This chapter provides an overview of the major theoretical accounts of autism, especially the theory of mind hypothesis, the executive dysfunction hypothesis, and weak central coherence theory, each of which has aimed to explain autism in terms of a single underlying cognitive atypicality. Some of the reasons why researchers have become dissatisfied with these so-called 'single-deficit' accounts as explanatory models of autism will be analysed, before turning to more recent 'multiple-deficits' models to begin the task of outlining the additional challenges faced by such models. The chapter concludes by stressing the need to situate explanatory accounts of autismsingle or multiple-deficit modelswithin a developmental context. (Psycinfo database record (c) 2022 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,"NA;Autistic Disorder;Models, Psychological",,
rayyan-470329806,Estilo Atribucional Y Depresión: Conclusiones Y Aspectos Relevantes = Attributional Styles And Depression: Conclusions And Relevant Aspects,1999,1,1,CLÍNICA Y SALUD,,,,,SANJUÁN SUÁREZ P,,,,,"Reviews recent research on the relation of attributional style, depression, and learned helplessness. Attributional style as a vulnerability factor in depression; proximate and ultimate factors associated with depression and learned helplessness; and the roles of self-esteem, self-control, and response to traumatic events are considered. Implications for further studies on children and adolescents are also discussed. (English abstract) (psycinfo database record (c) 2018 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,RELATIONSHIPS AMONG ATTRIBUTIONAL STYLE & DEPRESSION & LEARNED HELPLESSNESS;ATTRIBUTION;LEARNED HELPLESSNESS;MAJOR DEPRESSION,,
rayyan-470329807,"Addressing Depression Care Needs Of Minority Older Adults: Importance Of Social Environment, Explanatory Models And Outreach",2015,1,1,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,,,,,JOO JH and BOGNER H and WARD E and GALLO JJ,,,,,NA,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Social Environment,,
rayyan-470329808,[Perceived Norms Among University Students Of Three Health Courses For Drug Use Among Peers].,2009,1,1,REVISTA LATINO-AMERICANA DE ENFERMAGEM,,,,,CARVALHO AMP and CUNNINGHAM J and STRIKE C and BRANDS B and WRIGHT MGM,,,,,"The present study interviewed second- and third-year students of three health courses to identify university students' estimates for drug use (perceived norm), the rate of drug use among the subjects (real norm); compare the estimates with the actual frequency; and identify in what conditions the drugs are used. Students overestimated their peers' use of tobacco, marijuana and cocaine in life and over the last 12 months. Alcohol was an exception. The rate values reported by sample students and the general estimated use were rather close. Drugs are usually consumed at parties and among friends from the university. Data analysis was performed in the light of the social norms theory, causal attribution and normalization.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,PEER GROUP*;STUDENTS*;SUBSTANCE-RELATED DISORDERS*/EPIDEMIOLOGY;ADOLESCENT;CROSS-SECTIONAL STUDIES;FEMALE;HUMANS;MALE;SURVEYS AND QUESTIONNAIRES;UNIVERSITIES;YOUNG ADULT,,
rayyan-470329809,Knowledge Of And Attitudes To Major Depressive Disorder And Its Treatment In A Sample Of The General Population In Serbia,2020,1,1,SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,,,,,MILACIC-VIDOJEVIC I and COLIC M and DRASKOVIC B,,,,,"Introduction/objectivethe objective of this paper was to examine the mental health literacy of the general population in serbia and their attitudes towards persons with a mental illness. Methods this was a cross-sectional study with structured interview using the vignette of a person with major depressive disorder (mdd). The attitudes towards people with mental illness were assessed by the department of health attitudes to mental illness questionnaire. A convenient sample consisted of 504 participants. Results a total of 72\% of the sample recognized the presence of some sort of mental health problem, of which 40.9\% correctly labeled the symptoms as mdd. The majority of participants believed that mdd was caused more by stress than by biological factors. A psychologist, a close friend, and a psychiatrist were often rated as helpful for the person described by the vignette. Vitamins and healing herbs were rated as the most helpful remedy. Antidepressants were considered both helpful and harmful. The attitudes towards people with mental illness were moderately positive. Conclusion mental health literacy in serbia is moderate. Risk factors for negative attitudes included older age and lower education.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,"MENTAL HEALTH LITERACY;MAJOR DEPRESSIVE DISORDER;ATTITUDES TOWARDS;PEOPLE WITH MENTAL ILLNESS;Depressive Disorder;Depressive Disorder, Major",,
rayyan-470329810,Pretreatment Factors Predicting The Development Of Postchemotherapy Nausea And Vomiting In Chinese Breast Cancer Patients,2002,1,1,SUPPORTIVE CARE IN CANCER,,,,,MOLASSIOTIS A and YAM BMC and YUNG H and CHAN FYS and MOK TSK,,,,,"A prospective longitudinal study was designed to assess the role of pretreatment proneness to nausea and vomiting (nv) in the development of postchemotherapy nv in a group of chinese breast cancer patients receiving moderately highly emetogenic chemotherapy. Seventy-one chemotherapy-naive subjects participated in the study. Patients were assessed the day before chemotherapy with measurements of their anxiety level, depression, fatigue and proneness to nv, motion sickness, nv experienced in past pregnancies. History of labyrinthitis, expectation of developing nv and expectation of developing pain. Patients also completed daily assessments of frequency, duration and intensity of nv for the 7 days after chemotherapy. Regression analyses revealed that non-pharmacological factors explained part of the variance of nv, the most common predictors being a history of labyrinthitis, expectation of developing nv after chemotherapy, younger age, stage of disease, and state anxiety. The explanatory power of the models ranged from 6\% to 23\% of the variance of the independent variable. There were different explanatory models for acute and delayed nv. Results indicate that consideration of the role of nonpharmacological factors in the development of nv could lead to more effective management of nv induced by chemotherapy.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NONPHARMACOLOGICAL FACTORS;NAUSEA;VOMITING;CHEMOTHERAPY;Breast Neoplasms,,
rayyan-470329811,Childhood Psychosis: A Historical Overview,1971,1,1,JOURNAL OF AUTISM & CHILDHOOD SCHIZOPHRENIA,,,,,KANNER L,,,,,"Starting with maudsley's 1867 classification of early life insanity, the history of childhood psychosis with regard to etiological beliefs, treatment attempts, and finally psychiatric considerations is traced. The paucity of published material before 1900 on children with gross behavioral disorders is emphasized. The diagnostic questions introduced by kraepelin's nosology for adult psychiatric disorders, the relationship between psychotic symptoms and mental deficiency, and the functional vs. Organic explanations are all put in historical perspective. Potter's diagnostic criteria in 1933 for infantile schizophrenia and the more specific clinical disorders which are now being documented bring the work up to the present. The refinements now being made are based on more specific variables studied in the clinic and the laboratory; miasmalike explanations and descriptions are being refined with factual data. (Psycinfo database record (c) 2023 apa, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,CHILDHOOD PSYCHOSIS;HISTORICAL REVIEW;BIPOLAR DISORDER;CHILD PSYCHIATRY;DIAGNOSIS;DIFFERENTIAL;HISTORY;19TH CENTURY;20TH CENTURY;HUMANS;INTELLECTUAL DISABILITY;PSYCHOTIC DISORDERS;SCHIZOPHRENIA;CHILDHOOD;TERMINOLOGY AS TOPIC;CHILDHOOD ONSET PSYCHOSIS;HISTORY OF PSYCHOLOGY;Psychotic Disorders,,
rayyan-470329812,'What Do I Know?' Scholastic Fallacies And Pragmatic Religiosity In Mental Health-Seeking Behaviour In India,2013,1,1,"MENTAL HEALTH, RELIGION & CULTURE",,,,,QUACK J,,,,,"This paper draws on ethnographic fieldwork on psychiatrists and their patients (their care-givers and their communities) in north india. It addresses the questions as to when and why people approach psychiatrists and religious healers by arguing that approaches assessing 'explanatory models' and other knowledge structures relevant to the people's health-seeking behaviour should place more emphasis on the people's strong desire to get well, in any way possible. Secondly, the difference between beliefs rooted in the patients life-worlds and explanations suggested to them by experts has to be acknowledged. These insights motivate a shift away from the concept 'religion' towards the differentiation between pragmatic and scholastic religiosities. This argument relates back to the greek meaning of 'pragma' understood by hans-georg gadamer as 'that within which we are entangled in the praxis of living'. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,SCHOLASTIC FALLACIES;PRAGMATIC RELIGIOSITY;MENTAL HEALTH SEEKING BEHAVIOR;PSYCHIATRISTS;PATIENTS;CULTURAL ASPECTS;ATTITUDES;HEALTH CARE SEEKING BEHAVIOR;MENTAL DISORDERS;MENTAL HEALTH SERVICES;PRAGMATICS;RELIGIOSITY;SOCIOCULTURAL FACTORS;India,,
rayyan-470329813,Modulation Of Human Corticospinal Excitability By Paired Associative Stimulation,2013,1,1,FRONTIERS IN HUMAN NEUROSCIENCE,,,,,CARSON RG and KENNEDY NC,,,,,"Paired associative stimulation (pas) has come to prominence as a potential therapeutic intervention for the treatment of brain injury/disease, and as an experimental method with which to investigate hebbian principles of neural plasticity in humans. Prototypically, a single electrical stimulus is directed to a peripheral nerve in advance of transcranial magnetic stimulation (tms) delivered to the contralateral primary motor cortex (m1). Repeated pairing of the stimuli (i.e., association) over an extended period may in crease or decrease the excitability of corticospinal projections from m1, in manner that depends on the interstimulus interval (isi). It has been suggested that these effects represent a form of associative long-term potentiation (ltp) and depression (ltd) that bears resemblance to spike-timing dependent plasticity (stdp) as it has been elaborated in animal models. With a large body of empirical evidence having emerged since the cardinal features of pas were first described, and in light of the variations from the original protocols that have been implemented, it is opportune to consider whether the phenomenology of pas remains consistent with the characteristic features that were initially disclosed. This assessment necessarily has bearing upon interpretation of the effects of pas in relation to the specific cellular pathways that are putatively engaged, including those that adhere to the rules of stdp. The balance of evidence suggests that the mechanisms that contribute to the ltp and ltd-type responses to pas differ depending on the precise nature of the induction protocol that is used. In addition to emphasizing the requirement for additional explanatory models, in the present analysis we highlight the key features of the pas phenomenology that require interpretation.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,LONG-TERM POTENTIATION;LONG-TERM DEPRESSION;TRANSCRANIAL MAGNETIC;STIMULATION;PERIPHERAL NERVE STIMULATION;HUMAN;CORTEX;SPIKE-TIMING;DEPENDENT PLASTICITY;TRANSLATIONAL NEUROSCIENCE;Humanities;Humanism;Humans,,
rayyan-470329814,Illness Perceptions: A New Paradigm For Psychosomatics?,1997,1,1,JOURNAL OF PSYCHOSOMATIC RESEARCH,,,,,WEINMAN J and PETRIE KJ,,,,,"Typically, psychosomatic medicine has seen disease as an endpoint and has focused on the role of psychological factors in etiology or on the psychopathological consequences of illness. In contrast, the illness perception approach, the topic of this editorial, begins with the patient's experience of their illness and the main emphasis is on the patient's own model of their condition. Just as people construct representations of the external world to explain and predict events, patients develop similar cognitive models of the bodily changes that reflect either transient symptoms or more long-term illness. The authors believe that this approach has a widespread application in psychosomatic medicine, because all patients will construct working representations of their illness, and is therefore not limited to those who are regarded as having a pathological response to their condition. (Psycinfo database record (c) 2022 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,PSYCHOSOMATIC MEDICINE & PATIENT ILLNESS PERCEPTION;HEALTH BEHAVIOR;HUMANS;PHYSICIAN-PATIENT RELATIONS;PSYCHOPHYSIOLOGIC DISORDERS;SICK ROLE;CLIENT ATTITUDES;PAIN PERCEPTION;PHYSICAL ILLNESS (ATTITUDES TOWARD);SOMATOFORM DISORDERS,,
rayyan-470329815,Children Of Depressed Parents: An Integrative Review,1990,1,1,PSYCHOLOGICAL BULLETIN,,,,,DOWNEY G and COYNE JC,,,,,"Reviews the literature on the adjustment of children of depressed parents, difficulties in parenting and parentchild interaction in these families, and contextual factors that may play a role in child adjustment and parental depression. First, issues arising from the recurrent, episodic, heterogeneous nature of depression are discussed. Second, studies on the adjustment of children with a depressed parent are summarized. Early studies that used depressed parents as controls for schizophrenic parents found equivalent risk for child disturbance. Subsequent studies using better-defined samples of depressed parents found that these children were at risk for a full range of adjustment problems and at specific risk for clinical depression. Third, the parenting difficulties of depressed parents are described and explanatory models of child adjustment problems are outlined. Fourth, important gaps in the literature are identified, and a consistent, if unintentional, 'mother-bashing' quality in the existing literature is noted. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,CLIENT ADJUSTMENT & PARENTING & PARENT CHILD INTERACTION PROBLEMS & CONTEXTUAL FACTORS;CHILDREN OF DEPRESSED PARENTS;LITERATURE REVIEW;ADAPTATION;PSYCHOLOGICAL;ADOLESCENT;CHILD;DEPRESSIVE DISORDER;HUMANS;PARENT-CHILD RELATIONS;PERSONALITY DEVELOPMENT;RISK FACTORS;SCHIZOPHRENIC PSYCHOLOGY;SOCIAL ENVIRONMENT;ADJUSTMENT;MAJOR DEPRESSION;OFFSPRING;CHILDREARING PRACTICES;CONTEXTUAL ASSOCIATIONS;PARENT CHILD RELATIONS;PARENTS;Only Child;Child,,
rayyan-470329816,Preattributional And Attributional Determinants Of Emotions And Expectations,1992,1,1,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,,,,,VANOVERWALLE F and HEYLIGHEN F and CASAER S and DANIELS M,,,,,"Explores how preattributional variables describing an event (i. E. Consensus, consistency, distinctiveness, and effectuality) as well as dimensions of attributions given to explain the event (i.e. Locus, stability, globality, and control) determine subsequent emotions and expectations. In a first pilot study, subjects described actual emotion-evoking incidents. The results indicated that these free descriptions included preattributional variables more often (43 per cent) than attributional appraisals (13 per cent), and that the hypothesized preattributional cues were used to describe the emotions. In a second experimental study, preattributional or attributional information about an event was presented, and subjects were asked to judge an actor's emotions or expectations. The time needed to make this judgment was recorded judgments and response times were not significantly different after preattributional or attributional information, but were different for distinct emotions and expectations in accordance with the hypotheses. The data were interpreted as suggesting that people possess cognitive schemas about the preattributional and attributional determinants of emotions, and that these schemas speed up the processing of diagnostic inputs that shape emotions.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Emotions,,
rayyan-470329817,"Occupational Functioning In Early Non-Affective Psychosis: The Role Of Attributional Biases, Symptoms And Executive Functioning",2014,1,1,EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES,,,,,FORNELLS-AMBROJO M and CRAIG T and GARETY P,,,,,"Aims: occupational functioning is severely impaired in people with psychosis. Social cognition has recently been found to be a stronger predictor of functioning than neurocognition. This study is the first to investigate if externalizing attributional biases that are typically associated with psychosis play a role in the vocational pathways of people with early psychosis. Methods: a cross-sectional design was used. Fifty participants with early psychosis were recruited from a cohort of 144 participants of the lambeth early onset randomized control trial at 18-month follow-up. Information on occupational functioning was obtained using case notes and interview. Severity of symptoms was assessed and participants completed measures on attributional style and executive functioning. Results: although executive functioning and positive symptoms were associated with poor occupational functioning, an externalizing attributional style for failures and reduced engagement in occupational activities during the previous 18 months emerged as the only predictors of poor occupational functioning at 18-month follow-up. Conclusions: an externalizing attributional bias is associated with poor occupational functioning. Further research is needed to investigate the direction of this relationship and whether attributional biases mediate the impact of symptoms and cognitive impairment on functioning. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,OCCUPATIONAL FUNCTIONING;EARLY NON-AFFECTIVE PSYCHOSIS;ATTRIBUTIONAL BIASES;DISEASE SYMPTOMS;EXECUTIVE FUNCTIONING;ATTRIBUTION;COGNITIVE ABILITY;OCCUPATIONAL STATUS;PSYCHOSIS;SYMPTOMS;Psychotic Disorders;Bias (Epidemiology),,
rayyan-470329818,Causal Attribution And Depression - A Friendly Refinement Based On Philippine Data,1988,1,1,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,,,,,CRITTENDEN KS and LAMUG CB,,,,,NA,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Philippines,,
rayyan-470329819,The Justification Of Illegal Anti-Ecological Behavior.,2013,1,1,PSICOTHEMA,,,,,MARTÍN RODRÍGUEZ AM and RUIZ PACHECO C and ALONSO RODRÍGUEZ I,,,,,"Background: not everyone considers breaches of environmental laws as reprehensible behaviors or to the same extent. Research on the causal explanations of illegal anti-ecological behavior given by individuals is useful to analyze the social support of environmental laws and their consolidation as social and/or personal norms. This study aims to analyze the explanations selected by participants as most likely for environmental transgressions perpetrated by other persons in participants' surroundings.; Method: 573 persons of both genders, aged between 17 and 74 years, living in a setting of high environmental protection answered a questionnaire including seven environmental breaches and 11 scales related to the amount of punishment that they would mete out to perpetrators, and possible causal explanations of the facts being described.; Results: data show that people generally consider illegal anti-ecological behavior as a reflection of the ""badness"" of perpetrators, but that certain circumstances can lead anyone to behave illegally in environmental terms.; Conclusions: these results are discussed comparing participants' explanations with the explanations given by environmental transgressors in previous studies.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ATTITUDE*;ECOLOGICAL AND ENVIRONMENTAL PHENOMENA*;MENTAL DISORDERS*;CRIME/*LEGISLATION & JURISPRUDENCE;ADOLESCENT;ADULT;AGED;FEMALE;HUMANS;MALE;MIDDLE AGED;YOUNG ADULT,,
rayyan-470329820,Effects Of Anxiety And Depression On Heart Disease Attributions,2005,1,1,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,,,,,DAY RC and FREEDLAND KE and CARNEY RM,,,,,Cardiac patients' beliefs about the causes of their illness may influence their receptivity to psychosocial interventions. The purpose of this study was to determine whether depression or anxiety influence patients' attributions about the causes of their heart disease. The primary hypothesis was that depressed or anxious patients are more likely to endorse negative emotions as among the causes of their heart disease than are patients who are not depressed or anxious. Sixty-nine patients with documented ischemic heart disease recruited from an exercise stress testing laboratory completed the beck depression and anxiety inventories and a heart disease attribution checklist. Univariate analyses confirmed that patients who are depressed or anxious are more likely than other patients to endorse negative emotions as causes of their heart disease. Anxiety but not depression was retained as an independent predictor of negative emotion attributions in a logistic regression analysis. We conclude that mood state influences cardiac patients' beliefs about the causes of their heart disease.,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ANXIETY;DEPRESSION;CORONARY DISEASE;DISEASE ATTRIBUTIONS;ILLNESS;BELIEFS;Anxiety,,
rayyan-470329821,Delusions Of Possession And Religious Coping In Schizophrenia: A Qualitative Study Of Four Cases,2021,1,1,FRONTIERS IN PSYCHOLOGY,,,,,PIETKIEWICZ IJ and KLOSINSKA U and TOMALSKI R,,,,,"The notion of evil spirits influencing human behavior or mental processes is used in many cultures to justify various symptoms or experiences. It is also expressed in psychotic delusions of possession, but there is limited research in this area. This study explores how patients with schizophrenia came to the conclusion that they were possessed, and how this affected help-seeking. Interviews with two men and two women about their experiences and meaning-making were subjected to interpretative phenomenological analysis. Three main themes were identified: (1) links between traumatic experiences and psychotic symptoms, (2) the emergence of religious themes in delusional contents, and (3) reluctance to use medical treatment and instead to seek exorcism. In each case, attributing problems to possession was supported by the local environment and media, led to seeking spiritual help, and delayed diagnostic assessment and treatment. However, using religious coping contributed to the sense of predictability and social support. Clinicians are encouraged to explore the experiences and conflicts expressed by the symptoms which people ascribe to possession and to negotiate alternative explanatory models with their patients.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,RELIGIOUS DELUSIONS;POSSESSION;CENESTHETIC HALLUCINATIONS;HEARING;VOICES;RELIGIOUS COPING;EXORCISIM;Schizophrenia;Delusions,,
rayyan-470329822,Specificity Of And Extensions To The Disrupted Connectivity Model Of Autism Reply To Comments On ``Disrupted Cortical Connectivity Theory As An Explanatory Model For Autism Spectrum Disorders'',2012,1,1,PHYSICS OF LIFE REVIEWS,,,,,KANA RK and LIBERO LE and MOORE MS,,,,,NA,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""} | USER-NOTES: {""Ian""=>[""Unable to access abstract""]}",,"NA;Child Development Disorders, Pervasive;Autistic Disorder",,
rayyan-470329823,The Relationship Of Causal Attributions To Performance Anxiety As Exemplified In Stuttering,1982,1,1,NA,,,,,ZELTZER CT,,,,,NA,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ATTRIBUTIONAL STYLE;PERFORMANCE ANXIETY;MALE STUTTERERS;ANXIETY;ATTRIBUTION;PUBLIC SPEAKING;STUTTERING;Stuttering;Anxiety;Causality,,
rayyan-470329824,The Public's Ability To Recognize Alzheimer Disease And Their Beliefs About Its Causes,2008,1,1,ALZHEIMER DISEASE \& ASSOCIATED DISORDERS,,,,,BLAY SL and PIZA PELUSO ET,,,,,"The authors report how the population identifies symptoms of alzheimer disease (ad) and the causes attributed to this disorder in the city of sao paulo, brazil. A total of 500 household residents aged 18 years and above were examined in a cross-sectional design, in sao paulo. Instruments were a case vignette depicting ad and a structured questionnaire. The symptoms of ad were identified by 46.4\% as memory loss. The term ad was used in only 4\% of the responses, although 39.4\% of the respondents believed it was a mental illness. The main causes attributed were of psychosocial in nature: ``drug use'' and ``isolation.'' Factors most influencing responses about causes were marital status, level of education, and economic status. In summary, medical-scientific concepts are not usually used in sao paulo. Causal attributions show that the laypersons' beliefs have important differences from the results of scientific evidence.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,DEMENTIA;ALZHEIMER DISEASE;ELDERLY;PREJUDICE;ATTITUDES;STIGMA;Alzheimer Disease,,
rayyan-470329825,Reduction Without Elimination: Mental Disorders As Causally Efficacious Properties,2018,1,1,MINDS AND MACHINES,,,,,VOSGERAU G and SOOM P,,,,,"We argue that any account of mental disorders that meets the desideratum of assigning causal efficacy to mental disorders faces the so-called ``causal exclusion problem''. We argue that fully reductive accounts solve this problem but run into the problem of multiple realizability. Recently advocated symptom-network approaches avoid the problem of multiple realizability, but they also run into the causal exclusion problem. Based on a critical analysis of these accounts, we will present our own account according to which mental disorders are dispositional properties that are token-identical to physical properties. More specifically, they are analyzed as dispositions to cause the specific set of symptoms. We argue that our account is not only able to account for multiple realizability without running into the causal exclusion problem, but that it also allows for the integration of very different factors into the description and explanation of mental disorders, such as neurological and neurochemical factors on the one side and social and cultural factors on the other. It thereby gives the psychiatric level of causal explanation autonomy while securing the causal efficacy of mental disorders in a causally closed physical world.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,CAUSAL EXPLANATION;PSYCHIATRY;CAUSAL EXCLUSION PROBLEM;;TOKEN-IDENTITY;DISPOSITIONAL ANALYSIS;Mental Disorders;Causality,,
rayyan-470329826,Asha: Using Participatory Methods To Develop An Asset-Building Mental Health Intervention For Bangladeshi Immigrant Women,2015,1,1,PROGRESS IN COMMUNITY HEALTH PARTNERSHIPS-RESEARCH EDUCATION AND ACTION,,,,,KARASZ A and RAGHAVAN S and PATEL V and ZAMAN M and AKHTER L and KABITA M,,,,,"Background. Common mental disorder (cmd) is highly prevalent among low-income immigrant women, yet few receive effective treatment. This underutilization is partly owing to a lack of conceptual synchrony between biopsychiatric theories underlying conventional mental treatments and explanatory models in community settings. The action to improve self-esteem and health through asset building (asha) program is a depression intervention designed by and for south asian women immigrants. Asha helps women to build psychological, social, and financial assets. Objectives. This paper describes the development and a preliminary pilot evaluation of the asha intervention. Methods. Researchers, clinicians, activists, and women from the bronx bangladeshi community collaboratively designed a depression intervention that would synchronize with local concepts of distress. In addition to providing mental health treatment, asha addresses social isolation and financial dependence. Asha was evaluated in a pilot study described in this paper. Participants were assigned to intervention or delayed intervention (control) groups. Data collection at baseline and time 2 (6 months) included the patient health questionnaire-9 (phq-9) and an indigenous measure of psychological and somatic distress. Results. Eighty percent of intervention participants completed the 6-month program. After treatment, mean phq-9 scores in the intervention group decreased from 9.90 to 4.26 (p < .001). Participants saved an average of \$10 per week. To date, participants have applied their skills and savings toward such activities as starting small businesses and enrolling in community college. Conclusions. Asha was effective in improving depression and increasing financial independence. Using a culturally syn-chronous approach to psychological treatment may be effective in ameliorating distress in immigrant populations.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,COMMUNITY-BASED PARTICIPATORY RESEARCH;COMMUNITY HEALTH PARTNERSHIPS;;HEALTH DISPARITIES;HEALTH SERVICES;INDIGENOUS;MENTAL HEALTH SERVICES;Emigrants and Immigrants,,
