key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-881237261,Staff disbeliefs about the challenging behaviors of children and adults  with mental retardation,1997,,,Clinical Psychology Review,"0272-7358, 1873-7811",17,7,775 - 790,"Hastings, Richard P.",ORCID: 0000-0002-0495-8270,,,,"From both theoretical and practical perspectives, staff beliefs are likely to have a significant impact on the process of care for children and adults with mental retardation who engage in challenging behaviors. This paper reviews research addressing 3 domains of staff beliefs: definitions of challenging behavior, causal attributions, and beliefs about appropriate intervention. In general, staff definitions were found to be at odds with formal definitions. According to care staff challenging behaviors are actions that are difficult to manage. Staff causal attributions appear congruent with current theory, when measured with little specificity. However, when staff are asked to suggest causes of challenging behavior with clearly described functions they often fail to make appropriate attributions. Beliefs about appropriate short-term interventions suggest responses likely to develop and/or maintain challenging behavior, but beliefs about longer-term planned intervention appear to be more closely matched to contemporary practice. Reasons for this long-term/short-term distinction, based on the demands of the immediate situation, are proposed. Suggestions for future research on staff beliefs are discussed in detail. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",,definitions of & causal attributions about challenging behavior & beliefs about intervention for children & adults with mental retardation;mental health staff;Adult;Attitude of Health Personnel;Behavior Therapy;Child;Humans;Inservice Training;Intellectual Disability;Patient Care Planning;Social Behavior Disorders;Treatment Outcome;Attribution;Behavior Problems;Mental Health Personnel;Treatment;Health Personnel Attitudes;Intellectual Development Disorder;Intellectual Development Disorder (Attitudes Toward);Only Child,,
rayyan-881237262,Measuring staff perceptions of challenging behaviour: the Challenging Behaviour Attributions Scale (CHABA).,1997,,,Journal of intellectual disability research : JIDR,0964-2633,41,,495 - 501,"Hastings, R P",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=mnh&AN=9430054&site=ehost-live&scope=site,,,,"Causal attributions may interact with other variables to determine staff responses to challenging behaviour. Furthermore, staff perceptions of the causes of challenging behaviour are likely to change as a result of theoretical and practical training. However, there is no established simple method for measuring staff attributions that could facilitate research in these areas. The present paper describes the development and preliminary psychometric analysis of the Challenging Behaviour Attributions Scale (CHABA).","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",,Health Personnel*;Judgment*;Mental Health Services*;Psychological Tests*;Conduct Disorder/*diagnosis;Adult;Conduct Disorder/psychology;Humans;Professional-Patient Relations,,
rayyan-881237263,Mental illness and immigration - Handbook of immigrant health.,1998,,,,,,,407 - 421,"Gaines, Atwood D. and Loue, Sana",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1998-06602-017&site=ehost-live&scope=site,,Plenum Press,,"A large number of disorders, seen as psychiatric from the perspective of US or other professional medicine, are to be found in countries around the world. Any and all of these may appear in the context of immigration. This chapter has (1) shown how Western psychiatry would perceive causes of mental disorders in immigrant populations and (2) presented some locally constructed mental disorders and how these might be (mis)interpreted by professional Western, largely US, psychiatrists.  Topics discussed include: introduction: immigrants and ethnopsychiatry (the immigrant experience, immigration and ethnopsychiatry, problem recognition, questions of Western psychiatric nosological universality, from perspective to illness); the problem of diagnosis in the West; sources disorders: views from the West (stress and complexity, psychological disorder and stigmatization, acculturation, physical deprivation and trauma, problems of communication); and non-Western constructions of illness. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,Mentally Ill Persons;Emigrants and Immigrants;Emigration and Immigration,,
rayyan-881237265,Parental Attributions of the Causes of Their Children's Behavior.,1998/06//,,,Journal of Child & Family Studies,10621024,7,2,205 - 215,"Jenson, Cary E. and Green, Robert G. and Singh, Nirbhay N. and Best, Al M. and Ellis, Cynthia R.",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pbh&AN=739536&site=ehost-live&scope=site,,,,"We investigated causal attributions parents made regarding their children's best and worst behavior while the children were taking methylphenidate (MPH) for Attention-Deficit Hyperactivity Disorder (ADHD). Twenty-six parents were surveyed each week for six weeks using the Parent Attribution Scale-Revised. This scale measures parents' attributions of the causes for their children's behavior when taking MPH to treat symptoms of ADHD. When attributing causes for best behavior, the parents rated their children's effort most often followed by their own effort and the positive medication effects. When attributing causes for worst behavior, the parents rated their children's lack of effort most often followed by inadequate medication effects and their own lack of effort. Our study suggests that parents rate effort most often when making attributions for their children's best and worst behavior. When making attributions for best behavior only, parents saw no difference between their own effor)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not sure if ADHD is considered MH disorder or learning disability",,BEHAVIOR disorders in children;CHILD psychopathology;ATTENTION-deficit hyperactivity disorder;ATTENTION;METHYLPHENIDATE;Only Child;Child,,
rayyan-881237266,The relationship of attributions and expressed emotion to outcome and marital satisfaction in patients with bipolar disorder,1998,,,,,,,,"Greene, Lori Isman",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1998-95018-038&site=ehost-live&scope=site,,,,"Bipolar disorder is a mental illness marked by episodes of mania or hypomania and episodes of depression. Its cyclical patterns make it likely to impact and be impacted by marital relationships. The course of this illness may be affected by cognitive factors (i.e., the causal attributions made by patients and their spouses to explain events) and family factors (i.e., spouse expressed emotion/criticality). The purpose of this study was to investigate the relationship that causal attributions have with marital distress, spouse critical comments, and symptom outcome in patients with bipolar disorder. Participants were recruited from the New York Hospital-Cornell Medical Center and included 39 couples with one individual with bipolar disorder. They completed interviews, videotaped interactions, and self-report questionnaires measuring spouse criticality, symptomology, attributions, and marital distress. Results indicated that more distressed patients with bipolar disorder made more internal attributions to their spouses for negative events. Additionally, more critical spouses made more internal attributions to the patients for negative events and less internal attributions to themselves for negative events. Finally, although patient attribution variables did not predict symptom outcome, it was found that the more internal to patient, external to self, and stable the attributions for negative events made by the spouses, the more symptoms displayed by the patients at the end of 10 months of treatment. Implications of the current research are that spousal attributions were related to patient symptom outcome and should be addressed in cognitively based marital therapy. Additional research examining the extent to which attributions can be effectively modified as a result of psychotherapy, and exactly what impact that may have on the course of illness, is required. Other directions for future research as well as limitations of the current study are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,causal attributions & expressed emotion & symptom outcome & marital satisfaction;patients with bipolar disorder & their spouses;Attribution;Bipolar Disorder;Expressed Emotion;Marital Satisfaction;Patient Satisfaction,,
rayyan-881237267,American Indians and mental health: Issues in psychiatric assessment and diagnosis - Cross cultural psychiatry.,1999,,,,,,,77 - 85,"Norton, Ilena M. and Herrera, John M. and Lawson, William B. and Sramek, John J.",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1999-02766-005&site=ehost-live&scope=site,,John Wiley & Sons Ltd,,"Describes issues that arise in the psychiatric diagnostic assessment of American Indian patients. Begins with a description of the American Indian and Alaska Native populations, followed by specific clinical examples to illustrate how American Indian cultural values and orientations influence the patients' presentation of illness, using the framework of the cultural formulation in Diagnostic and Statistical Manual of Mental Disorders-IV (DSM-IV). Particular attention is given to those sections of the cultural formulation that relate to diagnosis. These include the predominant idioms of distress, perceived causes of illness or the explanatory models, and the meaning and perceived severity of the individual's symptoms in relation to norms of the cultural reference group. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Kelly""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,"Indians, North American",,
rayyan-881237270,The influence of causal attributions on the psychological adjustment of post-treatment adolescent cancer survivors,1999,,,,,,,,"Halperin, Jane Carol",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1999-95024-063&site=ehost-live&scope=site,,,,"The aims of this study were to determine whether or not post-treatment adolescent cancer survivors (ACS) make causal attributions when confronted by a cancer diagnosis, the nature of those attributions, and whether or not those attributions are associated with psychological adjustment. The causal attributions of thirty-four ACS (23 males, 11 females), ranging in age from 12-20 years (M = 16.3, SD = 2.3) were elicited by semi-structured interview and rated for causal source (internal vs. external) and causal controllability (controllable vs. uncontrollable) using an adaptation of the Content Analysis of Verbatim Explanations method (Schulman, Castellon, & Seligman, 1988). Psychological adjustment was measured by the Mental Health Inventory (MHI). Social desirability was evaluated by the Crowne and Marlowe Social Desirability Scale. One-way ANOVAS were used to evaluate the relationship between causal variables and MHI scores. Multiple regression models were used to evaluate sociodemographic characteristics and illness-related factors for potential effects. The findings confirm that ACS, like adults, begin an attributional search when faced with a diagnosis of cancer. Ninety-one percent of participants reported asking themselves 'Why me?' and 90% specified personal theories. ACS gave a broad range of reasons why they got cancer, most commonly citing environmental exposures and heredity. The majority of adolescents attributed their cancers to external and uncontrollable causes. There were no statistically significant differences based on the causal source or causal controllability variables. The participants were psychologically well-adjusted, with MHI scores comparable to the normative sample. Age, in the context of other sociodemographics, had a significant effect on the relationship between causal attributions and psychological adjustment Older adolescents were relatively more distressed than younger adolescents. Illness-related factors were not significant predictors for this group of ACS. Social desirability response set did not affect MHI variables. The findings support Abramson, Seligman, and Teasdale's (1978) reformulation of the learned helplessness model that external causes are associated with better psychological outcomes for illness events. If the association between external/uncontrollable attributions and adjustment is borne out by future research, then clinicians could profitably focus on reframing adolescents' attributions, when necessary, to causes which are perceived as outside of oneself and beyond one's control. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,"causal attributions;psychological adjustment;12–20 yr old post-treatment adolescent cancer survivors (mean age 16.3 yrs);Adolescent Psychology;Attribution;Emotional Adjustment;Neoplasms;Survivors;Adolescent;Adaptation, Psychological",,
rayyan-881237271,Children's attributions of their severely mentally ill parent's symptomatic behavior: A retrospective study,1999,,,,,,,,"Bourke, Andrew Benjamin",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1999-95002-399&site=ehost-live&scope=site,,,,"This dissertation study examined the causal attributions made by 30 adult children for their severely mentally ill parent's symptomatic behaviors. A retrospective methodology was used in order to explore the development of attributions from their first realization that their parent was behaving in a problematic manner to the present time. This study also explored the associations between attributions and participants' levels of coping and resiliency, as defined by their present functioning. The results of this study lend support to the use of an attributional framework in the study of children of the mentally ill. The data gathered using the Adult Children of the Mentally Ill-Attribution Scale (ACMI-AS) indicated reasonable internal consistency and expected intercorrelations of the attribution stems. A factor analysis of participants' responses to the ACMI-AS revealed three factors, including Internal to Self, Internal to Parent and Predictability. The data suggested that participants' attributions significantly changed from their initial realization of parental symptomatic behavior to the present time. The analysis indicated that maturity was not wholly responsible for the change in attributions. Rather, the subjective amount of information concerning mental illness as well as extra-familial support were significant contributing factors. The analyses between attributions and coping as well as between attributions and resiliency suggested a relationship between these variables. The data further suggested that attributions for parental control of the symptomatic behavior or personal control by the child were associated with increased psychopathology and lower self-esteem and self-efficacy in respondents. Attributions that highlighted predictability, external causation, and biological causation were associated with fewer somatic complaints and increased social self-efficacy. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,attributions of severely mentally ill parent's symptomatic behavior;levels of coping & resiliency;adult children of severely mentally ill;Attribution;Coping Behavior;Mental Disorders;Parents;Resilience (Psychological);Retrospective Studies;Only Child;Child,,
rayyan-881237272,Beliefs and knowledge about aetiology of mental illness among Nigerian psychiatric patients and their relatives.,1999,,,African journal of medicine and medical sciences,0309-3913,28,1,35 - 41,"Adebowale, T O and Ogunlesi, A O",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=mnh&AN=12953985&site=ehost-live&scope=site,,,,"A survey of 70 insightful clinically stable out-patients with functional psychotic disorders and 70 accompanying relatives was carried out. They were interviewed about their beliefs concerning the cause of the illness, and their awareness of other possible aetiological factors. Relevant sociodemographic and clinical information were also elicited. Twelve (17.1%) patients and relatives, respectively, gave ""medical"" causal explanations; 16 (22.9%) patients and 13 (18.6%) relatives gave ""psychosocial"" causal explanations; 27 (38.6%) patients and 38 (54.3%) relatives were ""uncertain"" about the cause of their/relatives' illness (X2 = 5.08; df = 3: P = 0.16). Relatives reported a greater relevance of ""heredity"" (X2 = 11.58; P = 0.0006) and ""supernatural"" factors (X2 = 4.72: P = 0.029) as other possible causal factors, than patients. Patients with previous psychiatric hospitalisation reported higher prevalence of ""psychosocial"" and ""supernatural"" causal beliefs than those without (X2 = 9.15; P = 0.027). Also, patients with ""medical"" causal belief reported better treatment compliance than those with other beliefs (P = 0.031). Among relatives, ""psychosocial"" causal belief in comparison with other beliefs was associated with a longer duration of treatment in the hospital (h = 8.29; P = 0.04). For patients, knowledge about possible causal role of ""heredity was significantly more prevalent among male than female patients (X2 = 6.55; P = 0.01) and admission of possible ""supernatural"" causation was associated with education below the secondary level (X2 = 6.68; P = 0.008). For relatives, knowledge about possible causal role of brain dysfunction was associated with longer duration of treatment (u = 3.93; P = 0.047), and knowledge of possible causal role of ""psychosocial"" stress was associated with urban place of residence rather than rural (X2 = 10.52; P = 0.0012). For both patients and relatives, the most acceptable aetiological proposition was the ""supernatural"" while the least was ""psychosocial"". Findings revealed, among others, the widespread belief in ""supernatural"" causation of mental illness in patients/relatives. Some identified significant findings may be relevant in mental health education programme development.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",,Attitude to Health*;Health Knowledge;Attitudes;Practice*;Family/*psychology;Outpatients/*psychology;Psychotic Disorders/*etiology;Psychotic Disorders/*psychology;Adult;Causality;Educational Status;Female;Genetic Predisposition to Disease/genetics;Health Education;Humans;Magic/psychology;Male;Medicine;African Traditional;Needs Assessment;Nigeria;Outpatients/education;Residence Characteristics/statistics & numerical data;Rural Health;Sex Factors;Socioeconomic Factors;Stress;Psychological/complications;Surveys and Questionnaires;Urban Health,,
rayyan-881237273,"Anxiety, depression, and religiosity—a controlled clinical study",1999,,,"Mental Health, Religion & Culture","1367-4676, 1469-9737",2,1,35 - 45,"Pfeifer, Samuel and Waelty, Ursula",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2000-03595-003&site=ehost-live&scope=site,,,,"This study had the goal of firstly exploring the interrelation of neuroticism and religiosity in clinically diagnosed patients compared with a group of healthy controls, and secondly, exploring differential aspects of positive or negative perceptions of religion in the individual. Measurements of religiosity and neuroticism were conducted in 44 patients (aged 18–65 yrs) with affective, anxiety and personality disorders, and 45 healthy controls. In addition, a battery of questions regarding the interaction of religion and mental health was applied. There was no correlation between neuroticism and religiosity, neither in the patient nor in the control group. However, marked differences were found in causal attributions and religious experience between patients and healthy controls. Anxiety concerning sexuality, super-ego conflicts and childhood fears of God was primarily associated with neuroticism and not with religious commitment. Healthy Ss consented significantly more often to the statement that 'religion can make a person sick' than patients with affective and anxiety disorders, who experienced religion rather as support than as a burden. However, they perceived their illness-related problems as an obstacle to express their faith. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",,neurosis & religiosity;patients with anxiety & affective disorders & personality disorders (aged 18–65 yrs);Affective Disorders;Anxiety;Neurosis;Personality Disorders;Religiosity,,
rayyan-881237276,Notes from Namibia: Assessing mental illness in a multicultural developing country,1999,,,International Journal of Mental Health,0020-7411,28,3,38 - 43,"Vranckx, Constant H.",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1999-15814-005&site=ehost-live&scope=site,,,,"Describes some of the challenges of conducting research on mental illness in a multicultural developing country. The experiences of a research team are presented. First, the authors describe the prevalence of schizophrenia in a northwestern region of Namibia. They detail how standard methodologies, such as interviewing and counting of subjects, and discussion of mental symptoms and illness were profoundly affected by the cultural beliefs and practices of the study participants. The 2nd study was part of a larger survey of mental health needs in Namibia. This article describes what was learned about perceived causes of mental illness as determined by traditional influences and modern biomedical influences (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",,conducting mental illness research;Namibia;Developed Countries;Experimentation;Mental Disorders;Developing Countries,,
rayyan-881237279,"Perceptions of mental and physical illnesses in north-western Ethiopia: Causes, treatments, and attitudes",1999,,,Journal of Health Psychology,"1359-1053, 1461-7277",4,4,531 - 549,"Mulatu, Mesfin Samuel",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1999-01602-007&site=ehost-live&scope=site,,,,"Explored causal beliefs about, perceived importance of various treatments for, and attitudes towards, 6 mental illnesses (schizophrenia, depression, anxiety disorder, alcoholism, and mental retardation) and 3 physical illnesses (tuberculosis, leprosy, and poliomyelitic paralysis) in 450 17–70 yr olds from northwestern Ethiopia. Principal components analysis identified 4 meaningful illness causal belief dimensions: Psychosocial Stressors, Supernatural Retribution, Biomedical Defects, and Socio-Environmental Deprivation. Psychosocial Stressors and Supernatural Retribution were rated more important causes of mental than physical illnesses. Prayer and home/family care were suggested more strongly for treating mental than physical illnesses. Systematic associations were found between causal beliefs, treatment beliefs, and attitudes towards patients. Ss' educational level was negatively related with traditional beliefs and positively related with favorable attitudes towards patients. Results indicate that causal beliefs, perceived importance of treatments, and attitude towards patients among northwestern Ethiopians are meaningfully interrelated. Implications for health services and research are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",,causal & treatment beliefs & attitudes toward schizophrenia & depression & anxiety disorder & alcoholism & mental retardation & tuberculosis & leprosy & poliomyelitic paralysis;17–70 yr olds;Health Knowledge;Mental Illness (Attitudes Toward);Physical Illness (Attitudes Toward);Treatment;Intellectual Development Disorder;Alcoholism;Anxiety Disorders;Infectious Disorders;Major Depression;Schizophrenia;Tuberculosis,,
rayyan-881237280,"Survivors of torture:  An investigation of ethnocultural identification, causal attributions, and quality of life",2000,,,,,,,,"Bohrer, Barbara Mcgreevy",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2000-95006-041&site=ehost-live&scope=site,,,,"Torture is practiced worldwide to further the ideologies of governments and political groups. Increasingly, survivors are fleeing their countries to seek asylum in the West. Research on torture survivors has recently become an emerging field in mental health and psychologists are increasingly likely to encounter and treat survivors of torture.  The purpose of this research was to examine the extent to which ethnocultural identification and causal attributions account for quality of life in adult survivors of torture. The researcher applied attribution theory as a conceptual foundation to better understand how survivors find meaning for the good and bad events in their lives. The research also aimed to better understand the characteristics of torture survivors and to make recommendations to improve the quality of mental health care. The research questions asked the extent to which ethnocultural identification and causal attributions accounted for quality of life in survivors of torture and to what extent the causal dimensions of locus of causality, stability and controllability accounted for quality of life when controlling for the effects of ethnocultural identification. Additional supplementary analyses were included to investigate the relations among selected demographic and major variables.  The sample was highly diverse demographically and included 45 participants in treatment at the Bellevue/NYU Program for Survivors of Torture in New York City. Results revealed that ethnocultural identification and causal attributions did not explain a significant portion of the variance in quality of life. Likewise, the causal dimensions did not account for a significant portion of the variance in quality of life. Supplementary analysis revealed the following significant findings: participants in treatment for longer periods were more likely to report a better quality of life, those with higher levels of education were more likely to report a better quality of life and a greater sense of overall control in their lives, and more educated survivors were in treatment for longer periods of time. Finally, Asian participants expressed a stronger identification and attachment with their ethnocultural group than either White or Black participants. Implications for research, theory, and treatment for psychologists working with this population an discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,ethnocultural identification & causal attributions;quality of life;adult survivors of torture;Attribution;Ethnic Identity;Quality of Life;Torture;Survivors,,
rayyan-881237281,Cognitive specificity of depression and anxiety: Methodological issues and research findings,2000,,,Psychology: The Journal of the Hellenic Psychological Society,1106-5737,7,1,46 - 62,"Kleftaras, George",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2002-15169-004&site=ehost-live&scope=site,,,,"An increasing number of studies question the distinctiveness of depression and anxiety and show, firstly, that depression and anxiety are highly correlated and, secondly, that many of the cognitive mechanisms that characterize them are very similar. Thus, although there are numerous studies concerning depression and anxiety separately, there is relative confusion regarding the cognitive variables which differentiate each of them. It is becoming increasingly clear that the study of cognitive specificity of depression and anxiety requires a comparative methodological approach that differentiates these states in the same study. In this paper the conclusions of a relatively limited number of studies adopting such an approach are presented. These studies generally focus on 'thought content', 'locus of control', 'causal attributions' and 'information processing'. Then, implications of these findings as well as certain methodological issues and weak points are discussed and, finally, ways are proposed in order to deal with them. More specifically, the discussion focuses mostly on the general distress (psychopathology) factor, the methods of assessment, the chronobiology of depression and anxiety, the control groups and the comparisons of multiple groups and their combinations. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",,cognitive specificity;methodological approach;depression;information processing;cognitive mechanisms;causal attributions;anxiety;thought content;locus of control;Anxiety;Cognitions;Internal External Locus of Control;Major Depression;Methodology;Attribution;Cognitive Processes;Cognition,,
rayyan-881237282,How stigmatising is schizophrenia in India?,2000,,,International Journal of Social Psychiatry,"0020-7640, 1741-2854",46,2,135 - 141,"Thara, R. and Srinivasan, T. N.",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2000-05479-006&site=ehost-live&scope=site,,,,"Investigated the nature and degree of stigma experienced by primary caregivers of schizophrenic patients in southern India, and associations between stigma, social variables, and perceived causes of illness. Ss were 159 primary caregivers (mean age 50.3 yrs) of schizophrenia outpatients— predominantly patients' parents. Caregivers rated 14 items concerning stigma, including difficulties with neighbors, marriage, shame, and guilt. Results show that a third of caregivers had no explanation for the illness and these respondents reported higher levels of stigma than those who attributed a definite factor. Stigma was higher if the patient was female, if patients and caregivers were younger in age, and if causes of the illness were attributed to character or lifestyle, substance abuse, problems in interpersonal relationships, or faulty biological functioning. Marriage, fear of rejection by a neighbor, and the need to hide the illness from others were the most stigmatizing aspects reported by caregivers. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",,social variables & perceived causes of schizophrenia;stigma;primary caregivers (mean age 50.3 yrs) of &lt;30–50+ yr old schizophrenic patients;Adult;Age Factors;Caregivers;Cost of Illness;Developing Countries;Female;Humans;India;Male;Middle Aged;Prejudice;Schizophrenia;Schizophrenic Psychology;Sex Factors;Mental Illness (Attitudes Toward);Sociocultural Factors;Stigma,,
rayyan-881237284,[Therapeutic goals and indications: psychotherapy patient's self-reports during diagnostic assessment].,2000,,,"Psychotherapie, Psychosomatik, medizinische Psychologie",0937-2032,50,7,292 - 300,"Faller, H",http://proxy.library.stonybrook.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=mnh&AN=10941289&site=ehost-live&scope=site,,,,"Although individual therapeutic goals are considered to be important factors motivating patients to engage in therapeutic work, they have gained little attention in empirical research. In the present study, patients were given a questionnaire containing 24 therapeutic goals which could be rated according to their subjective relevance on a 5-point scale. N = 152 patients (mean age 34.5 years, 59.2% female) who presented at a university psychotherapy outpatient department to attend a diagnostic interview participated in the study. ""To solve my problems"" and ""to get relief from my complaints"" were the goals that were rated as most important. Goals pertaining to mental health such as more contentness and calmness, self-assertion and insight scored high, too. Three rational scales were constructed: 1. insight, 2. sociability, and 3. self-assertion. These scales were correlated with both patients' causal attributions and therapy expectations in plausible ways. However, the general strength of intercorrelations point of the conception patients goals were not very succinct at the time of the intake interview. Indication groups regarding specific therapeutic measures did not differ with respect to therapy goals. Only the general decision whether to recommend a psychotherapeutic intervention or not seemed to be influenced by patients' therapeutic aims.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: duplicate",,Psychotherapy*;Mental Disorders/*diagnosis;Assertiveness;Humans;Mental Disorders/psychology;Self-Assessment;Social Behavior;Psychotherapy,,
rayyan-881237286,Religious interpretations of mental distress: Empirical findings and clinical implications,2000,,,Psyche en Geloof,1385-4585,11,2,86 - 97,"Pfeifer, Samuel",pfeifer@sonnenhalde.ch,,,,"Religious interpretations of causality can be understood in the framework of cultural sensitivity, which is underlined in new formulations of the Diagnostic and Statistical Manual of Mental Disorders-IV (DSM-IV). In an empirical study of 343 predominantly Protestant patients, who described themselves as religious, demonic explanations were found in 37.6%. 30.3% sought help through ritual 'prayers of deliverance' (with more or less exorcistic content). Functions of demonic attributions as well as the various forms of deliverance rituals are described. Often patients do not hold rigid convictions of the spiritual causes of their illness. Rather they are developing very subjective interpretations which exist side by side with other medically oriented explanatory models. Although many patients reported beneficial effects as a result of deliverance rituals, psychiatric examination could not observe extraordinary or lasting changes in the symptomatology. Discrepancies in the causal attributions can lead to tensions between therapist and patient. Assessment of religious attributions and their functions should lead to a 'shared construction of meaning' resulting in better support and coping. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",,mental distress;religious interpretations of causality;Protestants;outpatients;Attribution;Distress;Mental Disorders;Religion,,
